Date received,Product,Sub-product,Issue,Sub-issue,Consumer complaint narrative,Company public response,Company,State,ZIP code,Tags,Consumer consent provided?,Submitted via,Date sent to company,Company response to consumer,Timely response?,Consumer disputed?,Complaint ID
03/24/2015,Credit reporting,,Credit reporting company's investigation,Investigation took too long,"To Whom It May Concern, In XXXX, I wrote a formal letter to the XXXX main credit bureaus Equifax, Transunion and Experian requesting them to close an investigation for disputed items on my credit. I requested them to remove the "" DISPUTE REMARKS '' from my credit report since the investigation has taken over 90 days. 

I am attaching a copy of my credit report, SSN card and a copy of my driver 's license for reference. 
",Company chooses not to provide a public response,Experian,TX,750XX,,Consent provided,Web,03/24/2015,Closed with explanation,Yes,No,1298230
03/19/2015,Credit reporting,,Incorrect information on credit report,Account status,"I have been disputing incorrect information on my Experian XXXX XXXX XXXX credit report but they are unwilling to allow me to dispute their "" investigation results ''. The creditors are XXXX XXXX and XXXX XXXX XXXX. The report reflects late payments and the information is inaccurate. XXXX creditors have agreed to have the items corrected on all XXXX credit bureaus but only XXXX made the correction. 
",Company chooses not to provide a public response,Experian,FL,331XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1290842
03/27/2015,Credit card,,Delinquent account,,"NFCU credit card put my account in collections after 84 days past due. 
I was having on going conversations with XXXX XXXX in the NFCU collections department that I wanted to make payments but that I was unemployed. On Day XXXX of being past due, I called XXXX XXXX to make a payment and I was informed that my account had been given to the law firm of XXXX XXXX. I asked why would you give my account away and she replied that "" You did n't seem like you were was going to pay. '' Since NFCU tapes all conversations I informed XXXX XXXX, XXXX XXXX XXXX, to not destroy those tapes. 
I called the law office with the number provided by XXXX XXXX and was informed that accounts are never given over to collections before 90 days. 
I immediately made the payment to the law firm, a XXXX XXXX. In the process of making the payment I found out that NFCU did n't even give the law office my correct address, NFCU gave an address to the law office that I have n't lived at in over 15 years. NFCU sends me billing statements, collection letters and advertisement to the correct address every other week. If I had not called NFCU to make a payment I do n't know where this would have ended up, having not received any notice. Was that a deliberate action take by NFCU or the law firm. 
Please respond as to my rights. This does not seem like this was correctly handled. And, also now my credit rating will go even lower when it was not necessary. 
I have attached a letter from NFCU from the year 2005 that shows the account number and my correct address. It proves they had my address for 10 years. 
",Company believes it acted appropriately as authorized by contract or law,Navy FCU,PA,191XX,,Consent provided,Web,03/27/2015,Closed with explanation,Yes,No,1304678
03/24/2015,Debt collection,"Other (i.e. phone, health club, etc.)",Cont'd attempts collect debt not owed,Debt is not mine,"XXXX initially signed me up before they opened, it was around XXXX. They were supposed to open in XXXX, THEY NEVER DID. I was told they needed my credit card information for their records, just in case I broke equipment or things of that nature. They advised I would have a fee of {$10.00} and an initial fee, which I could come in and pay. I attended for about a month, they NEVER CHARGED ME, I inquired why not, they advised they would charge me in XXXX that my credit card would n't be charged I could come in and pay it. Low in behold I moved, I never received notice of when they would charge my charge, something was wrong with their email, it was really new and they were still building the facility, in the meantime we could use a smaller facility. I ended up moving. I received a call in XXXX from a collection agency that stated that I owed money to the establishment. I advised they were to cancel the service that I did n't know they were billing me for and remove the balance. I am sure they are supposed to notify you of any late fees, and billing me. I got nothing but a phone call that stated I owed XXXX dollars. I contacted XXXX XXXX, who acted like I was lying and decided that even though I did n't know it was a recurring charge billed to a card I reported lost, that I was still obligated to pay. I advised I emailed mailed them to cancel the contract. He advised that they do n't accept emails. According to the contract, any written notice is sufficient. IT DOES NOT SPECIFY A LETTER. I refuse to pay for services that I never received. The balance last that I heard I allegedly owed {$220.00}. XXXX offered to refund {$45.00} dollars for late fees. I declined because had I known they were charging me, IF NEVER WOULD HAVE BEEN LATE. I ADVISED YOUR REPRESENTATIVE FROM THE BEGINNING I DID NOT WANT ME CARD CHARGED THAT I WOULD COME IN AND PAY, IT IS NOT MY FAULT YOU CA N'T ESTABLISH WHEN EXACTLY YOU WOULD BE PREPARED TO CHARGE ME. The monies paid to your company were taken under false pretenses. False pretense is legal defined as follows : Under common law, a defendant commits the crime of false pretenses when by making an intentional statement with intent to defraud the victim he obtains title to the personal property and or monies of the victim. Under common law, collusion is an agreement between XXXX or more parties, sometimes illegal and therefore secretive, to limit open competition by deceiving, misleading, or defrauding others of their legal rights, or to obtain an objective forbidden by law typically by defrauding or gaining an unfair market advantage. Collusion and fraud of every kind, impair all acts which are a part of them, and render them void! Consider our contract voided. This has got to be illegal, please investigate XXXX XXXX XXXX XXXX, XXXX XXXX Florida. This has got to be some unethical business practice. I demand a full refund, you representative gave me misleading information, had I known the truth I never would have agree to sign up. 
",,"Jim Bottin Enterprises, Inc",FL,330XX,,Consent provided,Web,03/30/2015,Closed with explanation,Yes,No,1297457
03/24/2015,Bank account or service,Checking account,"Making/receiving payments, sending money",,"There are two components to the bank fraud that I discovered this morning. 
1 ) Wells Fargo changed my corporate bank account number without advising me. 
2 ) A customer attempted to send me an electronic payment last Friday via ACH. I never received the payment. After contacting Wells Fargo, they explained that my bank account changed. I then attempted to determine when this changed by looking at the previous bank statements. When I pulled my XXXX XX/XX/2015 bank statement from their online banking system the statement reflected the NEW account number. I then pulled a copy of my XXXX XX/XX/2015 statement from my local drive which I had downloaded back in XXXX. The XXXX statements ARE DIFFERENT. Meaning, that the Wells Fargo Online Banking system is displaying incorrect banking information to their consumers ( i.e. fraud ). It is not clear because no one has investigated this whether this is the result of fraud, weak internal controls in their IT process or some other reason. No consumer should assume that the information they are receiving from Wells Fargo is credible or accurate. 
",,Wells Fargo & Company,UT,840XX,,Consent provided,Web,03/30/2015,Closed with non-monetary relief,Yes,No,1298271
03/24/2015,Credit card,,Customer service / Customer relations,,"Was subject to credit card fraud. BankAmerica closed the account and sent out a card for a new account. The new card was sent to someone else at a different address. Then they were supposed to send it to me at my office. Again they sent it to the wrong address. At no time was a signature required. I paid the balance ( not including the disputed amount ) in full on time. They could n't manage to post that to the new account. But they had no trouble moving over the balances owed. When this was brought to their attention, they agreed they got the payment and would move it over. But they would not issue a corrected statement to me. Claimed they could n't. And if they could they could n't email or fax it to me. Prior to BankAmerica buying XXXX it was able to do these sorts of things. After being put on hold for 30 minutes XXXX different times, I finally spoke to XXXX XXXX who claims she is the head of their service center and she reports to no XXXX outside of the chief corporate officers of BankAmerica. She again refused to send me a corrected statement showing the payments I had made. To say the least I will be closing my BankAmerica credit card and will find XXXX that has no connection whatsoever with BankAmerica. Not that I expect customer service anywhere else to be any better. Are n't we glad all of these banks are too big to fail. 
",Company chooses not to provide a public response,Bank of America,TN,372XX,,Consent provided,Web,03/24/2015,Closed with explanation,Yes,Yes,1298273
03/19/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"I have disputed the information with the company. However, I have not gotten a response. Unfortunately, I was the victim of identity theft. I have done everything required of me by law to dispute the fraudulent items on my credit report. I sent a letter to "" XXXX XXXX '' XX/XX/2014 via XXXX certified mail. The company refuses to honor my rights under the FDCPA & the FCRA as a victim of identity theft to remove the fraudulent inquiry that was submitted without my knowledge, consent and/or authorization. 

Please find attached the notice that was sent out along with the attached certified receipt. Information can be tracked online using referenced information. Thank you for you time and attention regarding the matter. 
",Company chooses not to provide a public response,BB&T Financial,MD,207XX,Servicemember,Consent provided,Web,03/25/2015,Closed with explanation,Yes,No,1292215
03/27/2015,Mortgage,Other mortgage,"Loan servicing, payments, escrow account",,"Ocwen financial services claims simultaneously to have a loan with me ( despite my never having done business with them or having been notified of said loan ) and to have written off said loan with the IRS in XX/XX/XXXX. Further, they continue to insert themselves in a legal case I have against XXXX XXXX XXXX company regarding my foreclosure. Ocwen has claimed in a legal deposition that they are the current holder of an unsigned original, legally executed Note. XXXX has claimed that the holder of the note is the owner of the property. However, Ocwen appears to have discharged the Note according to the IRS. This Note was discharged previously by IndyMac Mortgage Services in XX/XX/XXXX ( which Ocwen is aware of as the evidence of this was shown to them at a legal deposition ). Ocwen appears to have applied a court ordered use and occupancy payment made out to XXXX to a loan ( number XXXX XXXX which Ocwen pretends to have with me. I have received no notification that any loan was transferred to Ocwen at any time, nor could this have happened since Ocwen was not ( and does not claim ) any involvement until long after a foreclosure had already taken place on the property. Further, Ocwen did not ( according to their own testimony at deposition ) become holder of any Note or Loan through the purchase of the assets of IndyMac Mortgage Services from XXXX ( or any other entity ), rather, they claim this happened as a result of XXXX giving them an original copy of a legally executed Note where it was held in a vault from the time of foreclosure. These very facts are in dispute in a court of law at the moment and the case is pending appeal. 
In filing a tax for claiming to discharge a note that they did not had and had been previously discharged, Ocwen is guilty of tax fraud against the IRS. In claiming to have a loan with me and/or attached to my property, Ocwen is committing fraud. If Ocwen is claiming to have a loan with me, I was never notified of this fact as required by federal law and I dispute any such claim. By assigning a payment to a loan which does n't exist, Ocwen is committing fraud, since they simultaneously claim that they discharged the debt last year and the check was not made out to Ocwen Financial it 's parent or subsidiary or related companies which constitutes check fraud. Further, Ocwen is violating the court order for use and occupancy, which they are not entitled to since they are not part of the legal action. Further, Ocwen is clearly conspiring with XXXX and is costing me money. Finally, Ocwen was previously notified of their tax fraud by registered letter, so they are already aware ( or should be aware ) that their behavior is inappropriate and likely illegal. 
",,Ocwen,MA,017XX,,Consent provided,Web,04/01/2015,Closed with explanation,Yes,No,1304057
03/24/2015,Student loan,Non-federal student loan,Dealing with my lender or servicer,Received bad information about my loan,"In 2008 I attended XXXX University in XXXX off XXXX and XXXX while attending XXXX University I was only known of the XXXX XXXX loans I had. While going to the school they kept telling me I did not have enough money to continue that I had to keep taking out loans just to continue. Right before I graduated they told me I did n't have enough money to XXXX that I had to take out another loan before I can XXXX an at that time is when I found out I had a XXXX lending loan. Then after XXXX i ask for my XXXX to find out they took more then XXXX loan out on the same day at the same time. I also find out that they XXXX about how much money my XXXX will cost it was suppose to cost about XXXX an when i XXXX it was almost XXXX. I was also suppose to XXXX after XXXX years and i did n't XXXX till about XXXX years. Then after XXXX and continuing XXXX i was told i can continue with my XXXX even if i had a XXXX record and it withhold of adjudication. well I just found out that i wasted my time at XXXX and XXXX college In XXXX to get my XXXX and almost my XXXX and XXXX wont even let me withdraw when i told them my situation. Even though they said i am not even suppose to be certified but they still wont withdraw me. I told genesis lending of my situation but they wont drop the loan. I do n't feel I need to pay any loans because it was more then what i was told and I was lied to just so they can get money I wasted my time when I could of went to XXXX for something else. 
",Company believes complaint caused principally by actions of third party outside the control or direction of the company,Genesis Lending,FL,336XX,,Consent provided,Web,03/24/2015,Closed with explanation,Yes,Yes,1298276
03/19/2015,Credit reporting,,Incorrect information on credit report,Account status,"I have been disputing incorrect information on my XXXX & Trans Union credit report but they are unwilling to allow me to dispute their "" investigation results ''. The creditors are XXXX XXXX and XXXX XXXX XXXX. The report reflects late payments and the information is inaccurate. Both creditors have agreed to have the items corrected on all XXXX credit bureaus but only XXXX made the correction. 
",,"TransUnion Intermediate Holdings, Inc.",FL,331XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1290843
03/27/2015,Debt collection,Credit card,Cont'd attempts collect debt not owed,Debt is not mine,"I have had several checking and savings accounts at various banks in the area I live. Each time I open an account, everything is okay, if/when I decide to close my accounts because of various charges, I am charged an arm and a leg to close or even to be billed! 
",Company chooses not to provide a public response,Citibank,VA,201XX,,Consent provided,Web,03/27/2015,Closed with explanation,Yes,No,1304718
03/19/2015,Debt collection,I do not know,Cont'd attempts collect debt not owed,Debt is not mine,"I have reached out to the company. However, they never responded. Unfortunately, I was the victim of identity theft. I have done everything required of me by law to dispute the fraudulent items on my credit report. I sent a letter to "" Sun Trust '' on XX/XX/2014 via XXXX certified mail. The company refuses to honor my rights under the FDCPA & the FCRA as a victim of identity theft to remove the fraudulent inquiry that was submitted without my knowledge, consent and/or authorization. 

Please find attached the notice that was sent out along with the attached certified receipt. Information can be tracked online using referenced information. Thank you for you time and attention regarding the matter. 
",Company chooses not to provide a public response,"SunTrust Banks, Inc.",MD,207XX,Servicemember,Consent provided,Web,04/03/2015,Closed with explanation,Yes,Yes,1292216
03/27/2015,Bank account or service,Checking account,Deposits and withdrawals,,"In both my business and checking account, the bank processes are to re-arrange items in your account which result in you account going negative so that can charge excessive fees. In reference to the business account I was charge over XXXX in fees for a XXXX transaction that should have cleared because the funds were there. After speaking with several bank personel, not one was able to understand why the account was over drawn. They did reverse XXXX of the fees but stated I had to pay the rest. I am seeing this same kind of fishyness with the personal account. 
",,"Citizens Financial Group, Inc.",OH,441XX,,Consent provided,Web,03/27/2015,Closed with explanation,Yes,No,1304729
03/19/2015,Mortgage,Conventional fixed mortgage,"Loan servicing, payments, escrow account",,"I had a mortgage with XXXX XXXX XXXX from XXXX XXXX through XXXX XXXX. XX/XX/XXXX, I sent in my mortgage payment to XXXX and they said it was {$5.00} short so they sent it back. I never received it. The confirmed I did n't receive it and never cashed it as they sent it to a "" holding '' department that does n't exist on my end. Since that day and prior, I had been making mortgage payments on time and had no idea they starting docking me 30 days late since that payment. XX/XX/XXXX they sold my mortgage to Nationstar. I did n't receive any information from XXXX regarding the sale and for XX/XX/XXXX and XX/XX/XXXX, I paid XXXX. XX/XX/XXXX I finally realized my payments should be going to Nationstar so I made my first payment to them that month. I have documentation of proof of payment to both institutions dating back to XX/XX/XXXX. Nationstar is docking me 30 days late for the months of XX/XX/XXXX-XX/XX/XXXX because of the payment that was "" sent back to me ' from XXXX. Their explanation for the lates are they purchased the mortgage from XXXX and purchased all of its history too. Well not knowing my payment was sent back, I had no idea this was taking place. I am now not able to get a mortgage since I have all those 30 day lates and to top it off, they added a 60 day late in XXXX of XXXX. I have disputed this with the institutions and their comments back are "" our records are correct and no adjustments are warranted ''. I then submitted all my documentation to the XXXX bureaus and based off their investigation gave me credit ( removed XXXX 30 day lates ) for XX/XX/XXXX and XX/XX/XXXX? How and why just these two months i have no idea. I showed proof of payment for the last 2.5 years. Nationstar has me 30 day late XX/XX/XXXX, 60 day late XX/XX/XXXX and 30 day late in XXXX and XXXX in XXXX? How can this make sense to anyone? I have tried to contact nationstar for the last 5 months and have got NO help in regards to explanation other than they purchased XXXX history. Every time I call I get a different person who has no idea why I am being docked late. I was given the name of "" a manager '' I needed to EMAIL all of my documentation to and would get a response in 30 days. That was over 45 days ago. I have send numerous emails to this individual in the course of 45 days and have gotten ZERO feedback. I need some serious help with this issue as it 's preventing me from getting a new mortgage. 
",,Nationstar Mortgage,TX,775XX,,Consent provided,Web,03/19/2015,Closed with explanation,Yes,No,1290871
03/24/2015,Mortgage,Conventional adjustable mortgage (ARM),"Loan servicing, payments, escrow account",,"I schedule my mortgage payment, using the mortgage company 's website, each month, to be submitted on the XXXX. When I scheduled my XX/XX/XXXX payment, I did not receive a confirmation email. I waited to receive it, but I never did. Since I was going out of the country for XXXX, I re-scheduled the payment and received my confirmation email. On or around XX/XX/XXXX, I received notification from my bank that my mortgage payment had bounced. When I looked into it, I saw that both payments had been submitted ; 1 cleared and the other did n't. I could not reach the mortgage company by phone, and since I was leaving on XXXX/XXXX/XXXX, I contacted my bank ; they saw the duplicate payment and reversed it. The mortgage company tried to push it through again, and once again, my bank reversed it. I did not receive any notification from Nationstar regarding this transaction,. I scheduled my XXXX XXXX payment and received a confirmation email. I did not receive anything from Nationstar until I received my XX/XX/XXXX statement, showing that my XX/XX/XXXX payment was due. I contacted them by phone and asked why they had not presented the payment to my bank. I was transferred from person to person to person, and finally the collection department, who was rude and belligerent. They would not listen or understand that my XX/XX/XXXX payment and my XX/XX/XXXX payments were made on time. They kept trying to make me pay extra fees and said my next 6 payments needed to be mailed in, and certified. I explained that the website caused the error, but they would not listen and would not use common sense to see the problem. To date, they have never sent me anything rejecting the XX/XX/XXXX payment. They keep saying I put a stop payment on the XX/XX/XXXX payment, but my bank can clearly show that I did not. I have emailed them over and over trying to get this issue resolved and trying to make all of my payments on time. My bank records will show that I have the money in my bank every month for the full amount due. I am not trying to get out of paying ; not trying to pay late and not trying to qualify for any programs. I simply want the error recognized ; the fees reversed ; the block on my online payments removed, my credit record corrected to show no late payments ; an apology ; and I am now asked for compensation for the harassment I have endured. I have asked them to communicate by email, so we have a written record of all correspondence, but they call my cell phone relentlessly. They are causing me problems to my health. I battled XXXX XXXX all of XXXX and my doctors tell me that I need NO XXXX to remain XXXX free. I have asked them to have their legal department contact me and they refuse. I spoke with XXXX person from Texas back in XXXX ( I believe ) and she said she would get everything handled, but then stopped taking my calls. Over and over, their employees have told me one thing, then never followed through. I am beyond frustrated. I have been in my home over 17 years and never experienced anything like this. I am a XXXX in Georgia, and if this were one of my XXXX, I would have looked into the circumstances, seen the error, corrected it and collected the payment. I do n't know what their motivation is for being so difficult to deal with. I am sure they had the duty to notify me in XX/XX/XXXX and XX/XX/XXXX if there was a problem. 
",Company believes it acted appropriately as authorized by contract or law,Nationstar Mortgage,GA,300XX,,Consent provided,Web,03/24/2015,Closed with explanation,Yes,Yes,1298322
03/19/2015,Credit reporting,,Incorrect information on credit report,Account status,"I have submitted XXXX disputes to Trans Union credit bureau regarding incorrect payment history for an account on my report - XXXX. The payment history reflects multiple late payments when in fact the account was paid in a timely manner. I have also contacted the creditor but no answer has been given after numerous attempts. I am not sure what else to do given the attempts and lack of proper response from the credit bureau. 
",,"TransUnion Intermediate Holdings, Inc.",FL,331XX,,Consent provided,Web,03/25/2015,Closed with explanation,Yes,No,1290845
03/27/2015,Consumer Loan,Vehicle loan,Managing the loan or lease,,"I filed a complaint against Ally regarding my car loan earlier today however I finally was able to speak with an agent and learned why I have had so many issues during the four years. When Ally credits a payment they credit the payment to next or current car payment but do not credit any of the funds to any amount that may be "" in arrears ''. When the next payment comes in they continue to credit the entire amount to the next payment regardless if there is a late fee or shortage in the previous/current month on the account. This keeps the customers account in a constant shortage which then incurs additional late charges and sets the customer up for reporting to the credit bureau. This is what has been happening to me since I became an Ally customer over 4 years ago. I have complained several times to Ally but they deny doing anything wrong. Today "" XXXX '' told me how Ally credits payments which explains why/how Ally has been overcharging me for the last 4 years. Per "" XXXX '' this form of accounting is perfectly acceptable. If this is the way a bank/credit union is suppose to credit payments then I have several other accounts to file complaints because none of my other lender do this underhanded accounting. I make more than XXXX payment per month so instead of Ally crediting my payments to current month or any arearage they are crediting payments to potentially future payments and leaving me with multiple late fees. When I make a payment I expect the money will be credited to what I owe - late fees, current monthly payment if additional to principle. I expect this every month. 
",Company chooses not to provide a public response,Ally Financial Inc.,MI,484XX,Older American,Consent provided,Web,03/27/2015,Closed with explanation,Yes,No,1305546
